,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,grade,sqft_above,sqft_basement,yr_built,yr_renovated
1362,700000,3,2,2330,11424,2,0,8,2330,0,1984,0
1363,933399,3,2,3940,10360,2,0,9,3110,830,1992,0
1364,290000,3,1,1440,11250,1,0,7,1440,0,1967,0
1365,372000,4,1,1960,9300,1,0,7,1340,620,1979,0
1366,450000,2,1,1250,2890,1,0,7,790,460,1920,0
1367,303700,3,2,1981,5700,2,0,8,1981,0,2010,0
1368,672000,4,2,2440,10049,2,0,9,2440,0,1989,0
1369,334000,4,1,1150,9360,1,0,6,1150,0,1970,0
1370,260000,2,1,1120,5650,1,0,6,1120,0,1944,0
1371,749950,3,1,1800,5700,1,0,8,1000,800,1941,0
1372,330000,4,2,2380,122038,2,0,8,2380,0,1984,0
1373,830000,5,3,2920,2808,2,0,8,2140,780,1960,1992
1374,1130000,3,2,2790,13791,1,0,8,2790,0,2006,0
1375,320000,3,1,1560,7552,1,0,6,910,650,1948,0
1376,260000,2,1,1550,15250,1,0,7,1550,0,1920,0
1377,225000,3,2,1700,11475,1,0,6,970,730,1945,0
1378,279200,1,1,640,6350,1,0,5,640,0,1939,0
1379,520000,4,3,2680,10000,2,0,8,2040,640,1942,2014
1380,505000,3,2,1860,8060,2,0,8,1860,0,1987,0
1381,234000,3,1,1490,8366,1,0,7,1010,480,1975,0
1382,503000,4,2,2470,5044,2,0,9,2470,0,2005,0
1383,606000,4,2,2390,8858,1,0,8,1740,650,1979,0
1384,433500,3,1,1230,6000,1,0,7,780,450,1937,0
1385,250000,3,1,2840,10182,1,0,8,1510,1330,1951,0
1386,719000,3,2,2120,9307,2,0,9,2120,0,1984,0
1387,381000,3,2,1770,14400,1,0,8,1770,0,1959,0
1388,267000,3,2,2495,4400,2,0,8,2495,0,2007,0
1389,275000,1,0,1170,14149,1,0,7,880,290,1962,0
1390,651000,4,2,2740,7140,2,0,8,2740,0,1993,0
1391,439000,2,1,1050,5671,1,0,7,850,200,1949,0
1392,325000,2,1,1130,5070,1,0,7,1130,0,1955,0
1393,490000,2,1,880,6380,1,0,7,880,0,1938,1994
1394,519900,4,2,2403,6172,2,0,9,2403,0,1999,0
1395,545000,4,2,3410,35040,2,0,9,3410,0,1984,0
1396,1060000,4,4,5320,20041,2,0,11,5320,0,2003,0
1397,542000,4,1,1900,8250,1,0,7,950,950,1955,0
1398,465000,4,1,1810,21650,2,0,7,1810,0,1961,0
1399,408000,2,2,1200,3900,1,0,8,1200,0,2006,0
1400,292000,4,2,2060,5950,2,0,8,2060,0,2000,0
1401,253000,3,1,1250,10122,1,0,7,1250,0,1994,0
1402,280000,2,1,910,4662,1,0,6,910,0,1942,0
1403,658588,3,2,2560,41346,2,0,10,2560,0,1986,0
1404,635000,4,2,1920,8910,1,0,8,1200,720,1969,0
1405,439000,4,2,2240,8300,2,0,8,2240,0,1978,0
1406,300000,3,2,1260,3855,2,0,8,1260,0,1999,0
1407,345000,3,1,1360,13496,1,0,8,1360,0,1960,0
1408,283500,4,2,2100,8050,2,0,8,2100,0,1978,0
1409,425000,2,1,2110,4920,1,0,7,1460,650,1911,0
1410,685000,3,1,2210,8955,1,0,8,1560,650,1974,0
1411,750000,3,2,2360,12987,2,0,8,2360,0,1983,0
1412,245000,4,1,1280,8000,1,0,6,1280,0,1960,0
1413,585444,6,3,2740,6924,1,0,7,1640,1100,1962,0
1414,706000,4,2,2740,7571,2,0,9,2740,0,2009,0
1415,445000,4,2,2630,9099,1,0,7,1830,800,1944,2009
1416,241000,3,2,1650,6000,1,0,7,1650,0,1990,0
1417,1180000,2,2,1770,7155,2,1,8,1770,0,1957,2004
1418,530000,3,1,1500,5750,1,0,7,1050,450,1927,0
1419,350000,3,1,1430,12199,1,0,7,1130,300,1948,0
1420,1700000,4,3,3190,17186,2,1,10,3190,0,1999,0
1421,389000,3,1,1280,9630,1,0,7,1280,0,1968,0
1422,799000,4,2,2390,6820,2,0,7,2140,250,1945,0
1423,1400000,4,2,4040,9630,1,0,9,2020,2020,1951,0
1424,340895,2,1,920,8612,1,0,7,920,0,1947,0
1425,780000,4,2,2730,10281,2,0,9,2730,0,1996,0
1426,350000,2,1,1320,73600,1,0,7,1320,0,1993,0
1427,470000,3,2,2620,4874,2,0,7,2620,0,1999,0
1428,914600,4,3,3180,80837,2,0,11,3180,0,1985,0
1429,354000,4,2,2900,4762,2,0,8,2900,0,2005,0
1430,470000,5,2,1900,6000,1,0,6,1900,0,1920,0
1431,715000,3,2,1760,5400,1,0,7,1160,600,1927,0
1432,265000,2,1,760,4000,1,0,6,760,0,1950,0
1433,2540000,4,3,3710,20000,2,0,10,2760,950,1936,0
1434,640000,3,1,1530,4944,1,0,7,1530,0,1950,0
1435,290000,4,1,1990,18900,2,0,7,1870,120,1929,0
1436,480000,5,4,3830,35000,1,0,8,2130,1700,1976,0
1437,535000,3,2,2040,5600,1,0,7,1120,920,1954,0
1438,907000,3,1,2170,12220,1,0,8,2170,0,1965,0
1439,459000,3,1,1620,7330,1,0,7,1090,530,1974,0
1440,1360000,3,2,3600,21399,1,0,9,2310,1290,1950,2007
1441,264950,3,1,1470,11599,1,0,7,1070,400,1967,0
1442,352950,3,1,1760,3000,1,0,6,1760,0,1900,0
1443,491500,3,2,2230,13100,1,0,8,1510,720,1974,0
1444,1230000,4,3,3770,37034,2,0,10,2830,940,1989,0
1445,369500,3,1,1200,9194,1,0,7,1200,0,1952,0
1446,566000,3,2,2090,6294,2,0,9,2090,0,2004,0
1447,290000,3,2,1500,7308,1,0,7,1210,290,1968,0
1448,5350000,5,5,8000,23985,2,0,12,6720,1280,2009,0
1449,180000,3,1,870,5330,1,0,6,870,0,1969,2014
1450,215000,2,1,1010,6000,1,0,6,1010,0,1944,0
1451,302000,2,1,1010,6000,1,0,6,1010,0,1944,0
1452,352500,3,1,1860,7881,1,0,7,1160,700,1986,0
1453,235867,4,2,1330,5926,1,0,5,1330,0,1942,0
1454,500000,3,2,1760,11946,2,0,8,1760,0,1978,0
1455,382000,3,2,1800,4500,2,0,7,1800,0,1995,0
1456,515000,5,2,1690,2402,1,0,7,990,700,1930,0
1457,250000,1,1,660,2600,1,0,6,660,0,1919,0
1458,672500,3,2,2400,5300,1,0,7,1250,1150,1939,0
1459,755000,3,2,3020,13031,2,0,9,3020,0,1989,0
1460,707500,3,1,1500,2555,2,0,7,1500,0,1910,0
1461,459000,4,2,1560,3840,1,0,6,960,600,1924,0
1462,140000,3,1,1090,10620,1,0,7,1090,0,1959,0
1463,495000,2,1,970,4284,1,0,7,970,0,1905,0
1464,757000,3,3,3190,5283,2,0,9,3190,0,2007,0
1465,765000,3,3,3190,5283,2,0,9,3190,0,2007,0
1466,359000,4,1,1890,6052,1,0,7,1890,0,1955,0
1467,440000,3,1,1050,7500,1,0,6,1050,0,1900,0
1468,400000,4,1,1390,7200,1,0,7,1140,250,1965,0
1469,652000,3,2,1700,4080,1,0,7,850,850,1941,0
1470,260000,3,1,1050,5850,1,0,7,1050,0,1980,0
1471,1330000,5,3,3340,10796,1,0,9,2120,1220,1964,1990
1472,519500,4,2,1540,17859,1,0,6,1540,0,1964,0
1473,650000,3,1,1710,5992,1,0,7,1560,150,1928,0
1474,280000,4,2,2100,8075,2,0,8,2100,0,1978,0
1475,515000,4,1,1730,7980,1,0,8,1730,0,1965,0
1476,400000,3,2,1500,2692,2,0,7,1500,0,1986,0
1477,652100,3,2,2380,5017,2,0,9,2380,0,2003,0
1478,235000,6,3,2180,7956,2,0,7,2180,0,1980,0
1479,701000,4,1,1840,10080,2,0,8,1840,0,1907,0
1480,640000,4,2,2341,9594,2,0,9,2341,0,1997,0
1481,455800,3,2,1690,4584,2,0,7,1690,0,2002,0
1482,504750,3,2,2490,21937,2,0,8,2490,0,1993,0
1483,483000,3,3,2440,15540,2,0,9,2440,0,1992,0
1484,530000,3,0,920,20412,1,1,6,920,0,1950,0
1485,250000,2,1,1030,8786,1,0,6,1030,0,1956,0
1486,229950,5,2,2000,5885,1,0,7,1260,740,1994,0
1487,884744,4,3,4210,9414,2,0,9,4210,0,2001,0
1488,514000,3,1,1610,9964,1,0,7,1080,530,1977,0
1489,532000,3,2,1910,35015,1,0,8,1430,480,1977,0
1490,423000,4,2,2660,5539,2,0,8,2660,0,2004,0
1491,420000,2,1,820,4025,1,0,6,820,0,1922,0
1492,521000,3,1,1730,18250,1,0,8,1730,0,1988,0
1493,577000,4,2,2360,7490,2,0,8,2360,0,1979,0
1494,425000,3,1,970,8040,1,0,7,970,0,1956,0
1495,495000,4,2,2460,4862,2,0,8,2460,0,2004,0
1496,340000,3,2,2690,8577,2,0,9,2690,0,1987,0
1497,499950,3,3,1820,1991,2,0,8,1430,390,2014,0
1498,1220000,4,3,3470,4750,2,0,9,2370,1100,2014,0
1499,720000,4,2,3370,7634,1,0,8,2110,1260,1977,0
1500,249000,3,1,1700,8247,1,0,7,1010,690,1970,0
1501,206135,3,1,1340,11070,1,0,7,1340,0,1978,0
1502,300000,5,2,2000,9276,2,0,7,2000,0,1968,0
1503,612000,6,3,3840,14040,1,0,8,2460,1380,1949,0
1504,1100000,5,2,3890,27311,2,0,10,3890,0,1950,1990
1505,230000,4,2,1220,9100,1,0,7,1220,0,1970,0
1506,850000,3,1,2280,4600,1,0,8,1250,1030,1936,0
1507,355000,4,2,2770,7000,1,0,7,1940,830,1979,0
1508,442000,4,2,2520,7253,2,0,9,2520,0,1990,0
1509,399000,4,3,3060,5000,2,0,8,3060,0,2001,0
1510,360000,4,2,2390,7115,2,0,9,2390,0,1999,0
1511,390000,3,1,1320,7725,1,0,8,1320,0,1978,0
1512,413000,5,2,2900,8711,1,0,8,1650,1250,1977,0
1513,190000,2,1,700,9500,1,0,6,700,0,1951,0
1514,432900,3,2,2210,9226,2,0,8,2210,0,1998,0
1515,621138,3,2,2180,7741,2,0,9,2180,0,1986,0
1516,270000,3,2,2080,4252,1,0,7,1550,530,2003,0
1517,610000,4,2,2090,35040,1,0,8,1490,600,1980,0
1518,500000,3,2,1720,5525,1,0,7,960,760,1941,0
1519,715000,4,2,2460,40635,1,0,8,2460,0,1968,0
1520,264000,3,1,1470,14821,1,0,7,1470,0,1958,0
1521,550000,3,1,1650,3200,1,0,8,1650,0,1901,0
1522,337000,3,2,1690,9087,1,0,8,1690,0,1997,0
1523,170000,3,1,970,8710,1,0,6,970,0,1962,0
1524,405000,4,2,2030,9095,1,0,7,1130,900,1972,0
1525,775000,4,2,2540,28563,1,0,10,2540,0,1984,0
1526,425000,3,2,1570,7475,1,0,7,1200,370,1983,0
1527,713000,5,2,2580,9242,2,0,8,1720,860,1967,0
1528,555000,5,2,2090,8712,1,0,8,1420,670,1966,0
1529,810000,4,2,3260,5608,2,0,9,3260,0,2003,0
1530,1250000,4,3,3830,41263,2,0,11,3830,0,1990,0
1531,819000,3,3,2130,6150,2,0,8,1530,600,1908,0
1532,409900,3,2,1690,1200,2,0,8,1410,280,2013,0
1533,935000,2,2,1780,2067,2,0,9,1780,0,1974,0
1534,657500,4,1,1620,7560,1,0,7,1380,240,1947,0
1535,900000,6,3,4210,6105,2,0,9,3280,930,2008,0
1536,932800,5,3,2980,7095,2,0,9,2980,0,1998,2007
1537,391000,3,2,1490,9000,1,0,8,1490,0,1977,0
1538,420000,4,2,2110,9825,2,0,8,2110,0,2000,0
1539,1300000,6,3,6563,32670,2,0,10,5153,1410,2002,0
1540,415000,3,1,1510,16800,1,0,8,1510,0,1956,0
1541,350000,3,1,1830,9425,1,0,8,1590,240,1946,0
1542,375000,2,1,1230,1820,2,0,7,830,400,1948,0
1543,860000,3,1,2180,14135,1,0,8,1300,880,1947,0
1544,495000,4,2,2220,8872,1,0,8,1110,1110,1961,0
1545,250000,4,2,1730,8400,1,0,7,1730,0,1962,0
1546,365000,4,2,1990,21312,1,0,8,1990,0,1968,0
1547,503000,3,2,1540,6760,1,0,7,1210,330,1980,0
1548,150000,2,1,1100,7200,1,0,6,1100,0,1944,0
1549,450000,4,1,1640,1480,1,0,7,820,820,1912,0
1550,355000,4,3,2590,7213,2,0,8,2590,0,2001,0
1551,245000,3,2,1450,9333,2,0,7,1450,0,1972,0
1552,265900,3,2,1180,7793,1,0,7,1180,0,1992,0
1553,299000,4,2,1820,7575,1,0,7,1220,600,1975,0
1554,957500,4,2,2360,11523,2,0,10,2360,0,1968,0
1555,343000,3,1,1120,7250,1,0,7,1120,0,1972,0
1556,307500,3,2,1646,7364,2,0,7,1646,0,1994,0
1557,937500,5,3,4210,14599,2,0,10,4210,0,2004,0
1558,610000,3,3,2480,45302,1,0,8,1620,860,1976,0
1559,720000,3,1,1590,7080,1,0,8,1310,280,1952,0
1560,610000,4,2,2130,2620,1,0,7,1650,480,1919,0
1561,434500,3,1,1650,7965,1,0,7,1650,0,1967,0
1562,602500,2,2,3090,47044,1,0,10,2250,840,1979,0
1563,607010,4,2,2180,4000,2,0,8,1700,480,2002,0
1564,610000,3,1,1800,5750,1,0,7,1040,760,1947,0
1565,828500,4,2,3720,35000,2,0,10,3720,0,1983,0
1566,199990,3,1,1100,8560,1,0,6,1100,0,1961,0
1567,294000,3,1,1530,9362,1,0,7,1530,0,1987,0
1568,789500,4,2,3010,6100,2,0,9,3010,0,2005,0
1569,797000,3,3,3500,9473,2,0,10,3500,0,2008,0
1570,539950,5,3,3100,5250,2,0,7,3100,0,2006,0
1571,284950,4,1,2000,6778,1,0,7,1170,830,1962,0
1572,776500,4,1,2290,10372,1,0,7,1510,780,1965,1987
1573,525000,4,2,2400,10070,1,0,7,1510,890,1967,0
1574,303000,3,2,1850,4957,2,0,8,1850,0,1999,0
1575,722080,3,3,3680,7650,2,0,9,2340,1340,1988,0
1576,140000,3,1,1060,7473,1,0,7,1060,0,1959,0
1577,235000,3,1,1060,7473,1,0,7,1060,0,1959,0
1578,440000,3,1,1610,5500,1,0,7,1610,0,1903,1973
1579,605000,3,1,2330,6000,1,0,7,1630,700,1940,0
1580,380000,2,1,1210,4800,1,0,8,1060,150,1950,0
1581,352000,4,1,1530,8890,1,0,7,980,550,1925,0
1582,420000,4,2,2270,12000,1,0,7,1360,910,1979,0
1583,1180000,4,2,2590,7220,2,0,10,2590,0,1930,0
1584,1380000,3,1,1850,10572,1,0,8,1850,0,1953,0
1585,300000,3,1,1500,14750,1,0,6,1500,0,1933,0
1586,1150000,4,3,4740,49091,2,0,11,4740,0,1990,0
1587,453500,2,1,1710,4189,1,0,7,1160,550,1951,0
1588,443500,3,2,1920,7598,1,0,8,1920,0,1972,0
1589,332000,2,1,1150,8138,1,0,7,1150,0,1954,0
1590,655000,3,2,2320,4721,2,0,8,2320,0,2004,0
1591,475000,4,1,1420,6000,1,0,7,1420,0,1950,0
1592,372500,3,1,1550,12956,1,0,7,1210,340,1988,0
1593,1050000,4,2,2920,7200,1,0,8,1470,1450,1921,2006
1594,500000,3,1,1620,4200,1,0,7,830,790,1945,0
1595,900000,6,2,2300,24773,1,0,9,2300,0,1950,1985
1596,327500,3,1,1070,7140,1,0,7,1070,0,1989,0
1597,390000,3,1,1790,7123,1,0,7,1790,0,1913,1995
1598,451101,2,1,1510,1962,2,0,8,1510,0,1985,0
1599,455000,4,1,1340,5800,1,0,7,1340,0,1914,0
1600,650000,4,2,3350,46748,2,0,10,3350,0,2004,0
1601,895000,3,2,2500,7746,2,0,10,1910,590,1993,0
1602,800000,4,2,2350,10664,1,0,7,1510,840,1952,0
1603,703770,4,2,2550,12918,2,0,9,2550,0,1987,0
1604,249950,3,1,1320,10454,1,0,7,1320,0,1968,0
1605,512000,2,2,1270,3881,1,0,6,610,660,1926,0
1606,780000,5,2,3480,74052,1,0,8,1980,1500,1972,0
1607,336000,3,2,2820,11625,2,0,8,2820,0,1986,0
1608,285000,3,2,2110,6900,1,0,6,1220,890,1955,0
1609,229900,3,1,1100,7224,1,0,7,1100,0,1981,0
1610,667500,4,3,1920,4000,1,0,8,1540,380,1931,0
1611,378000,4,2,1890,12236,1,0,7,1230,660,1978,0
1612,454000,3,2,2530,43733,2,0,8,1530,1000,1991,0
1613,537500,4,2,2550,4630,2,0,7,2550,0,2005,0
1614,425000,3,1,1550,4160,1,0,6,1550,0,1926,0
1615,290000,3,2,1760,6600,1,0,7,1760,0,1998,0
1616,349500,3,2,1270,3600,1,0,7,1270,0,1963,0
1617,370000,3,2,1250,1655,2,0,7,830,420,2006,0
1618,549500,3,1,1620,8438,1,0,8,1620,0,1961,0
1619,245000,2,1,710,6322,1,0,6,710,0,1942,0
1620,208000,3,1,1070,7200,1,0,7,1070,0,1994,0
1621,248000,4,2,2320,8760,1,0,8,1160,1160,1966,0
1622,610000,4,3,5450,37058,1,0,9,5450,0,1984,0
1623,550000,4,2,1670,5116,2,0,8,1670,0,1999,0
1624,750000,3,2,3010,206910,2,0,10,3010,0,2001,0
1625,192000,2,1,1340,7380,1,0,6,1340,0,1940,0
1626,169317,2,1,790,4000,1,0,7,790,0,1908,0
1627,1200000,4,3,3400,3850,2,0,10,2790,610,2008,0
1628,880000,2,1,1530,6350,1,0,7,1530,0,1923,0
1629,210000,1,1,930,7129,1,0,6,930,0,1948,0
1630,180500,3,1,1540,9800,1,0,7,1010,530,1973,0
1631,540000,4,2,1990,29078,2,0,9,1990,0,1984,0
1632,520000,3,1,2300,35722,1,0,9,2300,0,1984,0
1633,177500,3,1,1220,6000,1,0,7,1220,0,1968,0
1634,415000,3,1,2380,5650,1,0,8,1190,1190,1956,0
1635,495000,4,2,2020,7200,1,0,7,1010,1010,1968,0
1636,325000,3,2,1890,9646,1,0,8,1890,0,1966,0
1637,440000,2,1,1330,4903,1,0,7,1330,0,1985,0
1638,411000,3,1,1490,9844,1,0,7,1190,300,1959,0
1639,810000,5,3,3550,9600,2,0,9,2550,1000,1998,0
1640,561750,5,1,2040,8996,1,0,7,1020,1020,1962,0
1641,835100,4,2,2380,12573,1,0,9,2380,0,1963,0
1642,450000,3,2,1780,9969,1,0,8,1450,330,1985,0
1643,238000,3,2,1650,2807,2,0,7,1650,0,2004,0
1644,299000,3,1,1510,142803,1,0,7,1510,0,1974,0
1645,570000,2,1,1100,6240,1,0,7,1100,0,1941,0
1646,340000,3,1,2190,12626,2,0,8,2190,0,1978,0
1647,450000,2,1,1760,2275,1,0,6,1040,720,1912,0
1648,272750,4,1,1800,8786,1,0,7,1330,470,1966,0
1649,520000,4,2,2000,6380,2,0,6,1860,140,1949,0
1650,284950,3,1,990,10723,1,0,7,990,0,1960,0
1651,255000,2,1,1480,9660,1,0,7,1480,0,1949,0
1652,231500,2,1,1200,9488,1,0,7,1200,0,1941,0
1653,415000,1,2,3000,204732,2,0,8,3000,0,1979,0
1654,330000,4,2,3504,6000,2,0,7,3504,0,2006,0
1655,365000,3,1,1300,12240,1,0,7,1300,0,1963,0
1656,425000,4,2,1330,9188,1,0,7,1330,0,1928,2004
1657,400000,4,1,1850,6480,1,0,7,1120,730,1958,0
1658,335000,4,2,2240,9701,2,0,9,2240,0,1989,0
1659,342000,3,3,1260,1251,2,0,7,1040,220,2003,0
1660,490000,8,5,2800,2580,2,0,8,1880,920,1997,0
1661,331500,4,1,1820,14319,1,0,7,1820,0,1969,0
1662,960000,3,2,1730,4102,3,1,8,1730,0,1996,0
1663,720500,4,2,3350,35298,2,0,9,3350,0,1985,0
1664,830000,3,2,3370,6550,2,0,8,2840,530,1912,2001
1665,662990,3,1,1240,3600,1,0,7,1240,0,1926,0
1666,220000,4,2,2340,10507,1,0,6,2340,0,1959,0
1667,349950,5,2,1880,4179,1,0,7,940,940,1952,2000
1668,550000,3,2,1810,2159,1,0,7,1010,800,1922,0
1669,396000,3,1,2340,5668,1,0,6,1200,1140,1941,0
1670,635000,4,1,2820,4000,2,0,7,2820,0,1911,0
1671,293000,3,1,1020,7650,1,0,7,1020,0,1940,0
1672,339000,3,2,2090,10120,1,0,7,1290,800,1979,0
1673,285000,4,2,1830,8734,2,0,7,1830,0,1991,0
1674,775000,6,2,2980,5000,1,0,7,2480,500,1916,0
1675,224000,4,1,1600,9289,1,0,7,1600,0,1959,0
1676,2250000,4,3,4440,8125,2,0,10,3140,1300,1922,0
1677,165050,3,1,1200,8514,1,0,7,1200,0,1959,0
1678,275000,3,1,1230,4500,1,0,7,1230,0,1913,0
1679,445000,5,3,2930,5500,1,0,7,1750,1180,1951,0
1680,510000,3,2,2370,38639,1,0,8,1930,440,1978,0
1681,1230000,4,2,3040,7000,2,0,9,3040,0,2001,0
1682,390000,3,1,1610,13500,1,0,7,1060,550,1970,0
1683,460000,3,2,2350,10450,1,0,8,1390,960,1977,0
1684,700000,3,1,2000,14733,1,0,8,2000,0,1958,0
1685,874150,4,3,3530,14406,2,0,10,2570,960,1987,0
1686,470000,3,2,2220,9800,2,0,8,2220,0,1987,0
1687,374000,3,1,2000,9416,1,0,6,2000,0,1961,0
1688,510000,2,1,1210,131115,1,0,7,1210,0,1950,0
1689,467000,2,2,1140,1181,3,0,8,1140,0,2007,0
1690,576000,4,2,2440,28405,2,0,8,2440,0,2002,0
1691,196440,3,2,1560,7352,1,0,6,1560,0,1992,0
1692,825000,4,2,3210,18901,2,0,10,3210,0,1993,0
1693,281000,2,1,930,2600,1,0,7,930,0,1981,0
1694,326000,3,2,1782,1577,3,0,7,1782,0,2000,0
1695,340000,3,1,1740,46580,1,0,7,1740,0,1980,0
1696,440000,5,1,3690,36036,1,0,9,1890,1800,1985,0
1697,749000,4,2,2930,18199,2,0,9,2930,0,1998,0
1698,340000,4,1,1230,8316,1,0,7,1230,0,1963,0
1699,561000,3,2,2000,7000,2,0,7,2000,0,1916,1986
1700,270000,3,2,1520,7930,1,0,7,1160,360,1988,0
1701,600000,2,1,1040,3600,1,0,7,1040,0,1919,1980
1702,219900,4,1,1120,5427,1,0,6,1120,0,1969,2014
1703,617000,3,1,3020,360241,2,0,8,3020,0,1992,0
1704,469000,3,2,1820,8446,2,0,8,1820,0,1978,0
1705,229000,3,1,1370,56628,1,0,7,1370,0,1942,0
1706,1270000,4,3,3130,2646,2,0,9,2290,840,1906,0
1707,365000,3,1,1640,8301,1,0,7,1290,350,1958,0
1708,429000,4,2,2650,9301,2,0,9,2650,0,2001,0
1709,550000,4,2,2850,6809,2,0,9,2850,0,2003,0
1710,453000,3,2,1820,16300,1,0,7,1220,600,1955,0
1711,187500,3,1,1180,7000,1,0,7,1180,0,1977,0
1712,520500,6,2,1880,14350,1,0,7,1640,240,1955,0
1713,300000,3,1,1280,12776,1,0,7,1280,0,1977,0
1714,799000,4,3,3120,5000,2,0,9,2370,750,2005,0
1715,338000,3,2,2470,4948,2,0,8,2470,0,2003,0
1716,800000,3,1,1700,4400,1,0,8,1700,0,1906,0
1717,360000,2,2,1180,3200,1,0,6,590,590,1945,0
1718,442500,6,2,2800,10490,1,0,7,1400,1400,1968,0
1719,700000,4,1,1300,1651359,1,0,6,1300,0,1920,0
1720,830000,5,3,3040,9601,1,0,9,1970,1070,1968,0
1721,360400,3,2,1630,11592,2,0,8,1630,0,1987,0
1722,345000,3,1,1340,9339,1,0,7,1340,0,1960,0
1723,300000,3,1,1830,51836,1,0,7,1430,400,1966,0
1724,350000,3,1,1240,10800,1,0,7,1240,0,1959,0
1725,368000,4,2,2500,36900,1,0,7,1540,960,1972,0
1726,264000,3,1,1760,7482,1,0,8,1760,0,1966,0
1727,435000,3,2,2660,16677,1,0,9,2210,450,1990,0
1728,200000,3,1,2060,15837,1,0,6,2060,0,1903,0
1729,620000,5,2,2540,3832,2,0,8,1760,780,1929,0
1730,1680000,5,4,4830,11466,2,0,10,3720,1110,2014,0
1731,337000,3,1,1400,6000,1,0,7,700,700,1919,0
1732,1930000,4,3,4280,20296,2,0,11,4280,0,1984,0
1733,544500,4,2,2230,10414,1,0,7,1450,780,1974,0
1734,252000,1,1,680,1638,1,0,6,680,0,1910,1992
1735,445000,4,2,2340,3784,2,0,8,2340,0,2008,0
1736,379500,3,2,2070,14196,2,0,7,2070,0,1989,0
1737,189950,4,2,1910,4225,1,0,6,910,1000,1919,0
1738,469000,3,1,950,4250,1,0,6,950,0,1948,0
1739,600000,5,2,2910,53898,1,0,7,1510,1400,1979,0
1740,785000,3,2,2930,33981,2,0,9,2930,0,2000,0
1741,372000,4,2,2610,8967,2,0,8,2610,0,1990,0
1742,445000,5,3,3880,7180,2,0,7,3880,0,2004,0
1743,508000,4,2,3320,53392,2,0,8,2000,1320,1986,0
1744,780000,5,1,1940,4800,2,0,8,1940,0,1905,0
1745,541100,4,2,2510,9800,2,0,9,2510,0,1978,0
1746,729000,4,2,2660,5608,2,0,9,2660,0,2003,0
1747,397000,3,2,1710,134489,1,0,7,1710,0,1952,0
1748,451555,2,1,1320,4520,1,0,6,1320,0,1912,1971
1749,300000,2,1,960,8153,1,0,6,960,0,1947,0
1750,416000,3,2,1790,11542,1,0,7,1190,600,1969,0
1751,490000,2,1,950,3060,1,0,6,810,140,1925,0
1752,480000,6,3,2940,5054,2,0,7,2940,0,1942,2003
1753,368000,2,2,930,1662,1,0,7,670,260,2002,0
1754,1040000,3,2,4570,10615,2,0,12,4570,0,1991,0
1755,545000,3,2,2370,9000,1,0,8,1570,800,1952,0
1756,850000,5,2,3430,15119,2,0,10,3430,0,1998,0
1757,550000,4,3,3540,4750,2,0,10,3540,0,2003,0
1758,600000,3,2,2240,9314,2,0,9,2240,0,1984,0
1759,535000,4,2,2710,12138,1,0,8,1700,1010,1968,0
1760,599950,3,2,2660,4975,2,0,8,2660,0,2014,0
1761,531000,5,2,2540,5022,1,0,8,1540,1000,1955,0
1762,530000,4,2,2210,7665,2,0,8,2210,0,1968,0
1763,597326,4,4,3570,8250,2,0,10,2860,710,2015,0
1764,805000,4,2,3450,33460,2,0,9,3450,0,1997,0
1765,390000,4,1,2330,8364,1,0,8,2330,0,1968,0
1766,487250,4,2,1690,3250,1,0,7,1550,140,1901,0
1767,301000,3,1,1030,8414,1,0,7,1030,0,1967,0
1768,1180000,5,2,2560,5618,1,0,8,2220,340,1923,0
1769,299000,4,2,1950,3000,2,0,7,1950,0,2002,0
1770,2350000,4,2,4370,22863,2,0,10,3670,700,1907,1994
1771,400000,4,2,2350,3904,2,0,7,2350,0,1999,0
1772,467500,4,2,3160,7210,1,0,7,1880,1280,1969,0
1773,305000,4,2,2430,9103,2,0,8,2430,0,1990,0
1774,210000,3,1,1340,306848,1,0,5,1340,0,1953,0
1775,300000,3,1,1010,10168,1,0,6,1010,0,1979,0
1776,327500,3,2,1770,8755,1,0,8,1330,440,1981,0
1777,269000,3,2,1210,7136,1,0,7,1210,0,2003,0
1778,975000,4,3,3330,17533,1,0,9,1750,1580,1969,0
1779,355000,3,1,1240,5400,1,0,7,1060,180,1940,0
1780,712000,3,1,1250,4620,1,0,7,1150,100,1900,0
1781,883000,4,2,2960,41656,2,0,10,2960,0,1985,0
1782,190000,2,1,840,12252,1,0,6,840,0,1994,0
1783,443000,3,1,1530,8028,1,0,7,1200,330,1967,0
1784,920000,4,3,3750,11025,2,0,10,3750,0,1976,0
1785,285000,4,2,2150,8250,1,0,7,1240,910,1978,0
1786,901000,4,3,1560,4080,1,0,7,1560,0,1916,0
1787,552500,3,1,2040,5775,1,0,7,1410,630,1958,0
1788,256000,2,1,860,5000,1,0,6,860,0,1915,1945
1789,341000,3,1,1720,7119,1,0,7,1720,0,1952,0
1790,279000,4,2,2090,8941,2,0,7,2090,0,1975,0
1791,686000,4,2,2130,10650,2,0,8,2130,0,1977,0
1792,225000,2,1,1300,11867,1,0,6,1300,0,1975,0
1793,215500,2,1,1220,15600,1,0,6,1220,0,1972,0
1794,950000,4,3,2420,4800,1,0,7,1520,900,1919,0
1795,503000,4,2,2940,156988,2,0,9,1870,1070,1996,0
